ID,TransectID,TransectCode,DateOfTransect,SectionCode,VegType,DistFromTransect,occasion,season,Year
106706,3261,GTJ,2022-03-02,GTJ04,EXP,16,2021_Wet,Wet,2021
106712,3261,GTJ,2022-03-02,GTJ04,EXP,16,2021_Wet,Wet,2021
106725,3261,GTJ,2022-03-02,GTJ04,EXP,16,2021_Wet,Wet,2021
106702,3261,GTJ,2022-03-02,GTJ04,EXP,14,2021_Wet,Wet,2021
106713,3261,GTJ,2022-03-02,GTJ04,EXP,14,2021_Wet,Wet,2021
106719,3261,GTJ,2022-03-02,GTJ04,EXP,14,2021_Wet,Wet,2021
106696,3261,GTJ,2022-03-02,GTJ04,EXP,13,2021_Wet,Wet,2021
106718,3261,GTJ,2022-03-02,GTJ04,EXP,13,2021_Wet,Wet,2021
106695,3261,GTJ,2022-03-02,GTJ04,EXP,12,2021_Wet,Wet,2021
106720,3261,GTJ,2022-03-02,GTJ04,EXP,12,2021_Wet,Wet,2021
106711,3261,GTJ,2022-03-02,GTJ04,EXP,11,2021_Wet,Wet,2021
106721,3261,GTJ,2022-03-02,GTJ04,EXP,11,2021_Wet,Wet,2021
106722,3261,GTJ,2022-03-02,GTJ04,EXP,11,2021_Wet,Wet,2021
106701,3261,GTJ,2022-03-02,GTJ04,EXP,10,2021_Wet,Wet,2021
106700,3261,GTJ,2022-03-02,GTJ04,EXP,9,2021_Wet,Wet,2021
106707,3261,GTJ,2022-03-02,GTJ04,EXP,8,2021_Wet,Wet,2021
106692,3261,GTJ,2022-03-02,GTJ04,EXP,6,2021_Wet,Wet,2021
106699,3261,GTJ,2022-03-02,GTJ04,EXP,6,2021_Wet,Wet,2021
106710,3261,GTJ,2022-03-02,GTJ04,EXP,6,2021_Wet,Wet,2021
106736,3261,GTJ,2022-03-02,GTJ04,EXP,6,2021_Wet,Wet,2021
106698,3261,GTJ,2022-03-02,GTJ04,EXP,5,2021_Wet,Wet,2021
106708,3261,GTJ,2022-03-02,GTJ04,EXP,5,2021_Wet,Wet,2021
106737,3261,GTJ,2022-03-02,GTJ04,EXP,5,2021_Wet,Wet,2021
106717,3261,GTJ,2022-03-02,GTJ04,EXP,4,2021_Wet,Wet,2021
106693,3261,GTJ,2022-03-02,GTJ04,EXP,2,2021_Wet,Wet,2021
106703,3261,GTJ,2022-03-02,GTJ04,EXP,2,2021_Wet,Wet,2021
106715,3261,GTJ,2022-03-02,GTJ04,EXP,1,2021_Wet,Wet,2021
106691,3261,GTJ,2022-03-02,GTJ04,EXP,0,2021_Wet,Wet,2021
106697,3261,GTJ,2022-03-02,GTJ04,EXP,0,2021_Wet,Wet,2021
106716,3261,GTJ,2022-03-02,GTJ04,EXP,0,2021_Wet,Wet,2021
106728,3261,GTJ,2022-03-02,GTJ04,EXP,0,2021_Wet,Wet,2021
108797,3286,GTJ,2022-12-28,GTJ04,EXP,41,2022_Wet,Wet,2022
108811,3286,GTJ,2022-12-28,GTJ04,EXP,40,2022_Wet,Wet,2022
108810,3286,GTJ,2022-12-28,GTJ04,EXP,37,2022_Wet,Wet,2022
108781,3286,GTJ,2022-12-28,GTJ04,EXP,35,2022_Wet,Wet,2022
108804,3286,GTJ,2022-12-28,GTJ04,EXP,33,2022_Wet,Wet,2022
108809,3286,GTJ,2022-12-28,GTJ04,EXP,30,2022_Wet,Wet,2022
108803,3286,GTJ,2022-12-28,GTJ04,EXP,26,2022_Wet,Wet,2022
108808,3286,GTJ,2022-12-28,GTJ04,EXP,25,2022_Wet,Wet,2022
108789,3286,GTJ,2022-12-28,GTJ04,EXP,24,2022_Wet,Wet,2022
108802,3286,GTJ,2022-12-28,GTJ04,EXP,23,2022_Wet,Wet,2022
108807,3286,GTJ,2022-12-28,GTJ04,EXP,23,2022_Wet,Wet,2022
108806,3286,GTJ,2022-12-28,GTJ04,EXP,22,2022_Wet,Wet,2022
108780,3286,GTJ,2022-12-28,GTJ04,EXP,21,2022_Wet,Wet,2022
108799,3286,GTJ,2022-12-28,GTJ04,EXP,21,2022_Wet,Wet,2022
108801,3286,GTJ,2022-12-28,GTJ04,EXP,21,2022_Wet,Wet,2022
108796,3286,GTJ,2022-12-28,GTJ04,EXP,19,2022_Wet,Wet,2022
108800,3286,GTJ,2022-12-28,GTJ04,EXP,19,2022_Wet,Wet,2022
108795,3286,GTJ,2022-12-28,GTJ04,EXP,18,2022_Wet,Wet,2022
108812,3286,GTJ,2022-12-28,GTJ04,EXP,18,2022_Wet,Wet,2022
108813,3286,GTJ,2022-12-28,GTJ04,EXP,18,2022_Wet,Wet,2022
108798,3286,GTJ,2022-12-28,GTJ04,EXP,17,2022_Wet,Wet,2022
108814,3286,GTJ,2022-12-28,GTJ04,EXP,16,2022_Wet,Wet,2022
108787,3286,GTJ,2022-12-28,GTJ04,EXP,14,2022_Wet,Wet,2022
108791,3286,GTJ,2022-12-28,GTJ04,EXP,14,2022_Wet,Wet,2022
108785,3286,GTJ,2022-12-28,GTJ04,EXP,13,2022_Wet,Wet,2022
108779,3286,GTJ,2022-12-28,GTJ04,EXP,12,2022_Wet,Wet,2022
108805,3286,GTJ,2022-12-28,GTJ04,EXP,12,2022_Wet,Wet,2022
108793,3286,GTJ,2022-12-28,GTJ04,EXP,11,2022_Wet,Wet,2022
108773,3286,GTJ,2022-12-28,GTJ04,EXP,9,2022_Wet,Wet,2022
108794,3286,GTJ,2022-12-28,GTJ04,EXP,9,2022_Wet,Wet,2022
108777,3286,GTJ,2022-12-28,GTJ04,EXP,7,2022_Wet,Wet,2022
108771,3286,GTJ,2022-12-28,GTJ04,EXP,6,2022_Wet,Wet,2022
108775,3286,GTJ,2022-12-28,GTJ04,EXP,6,2022_Wet,Wet,2022
108782,3286,GTJ,2022-12-28,GTJ04,EXP,6,2022_Wet,Wet,2022
108783,3286,GTJ,2022-12-28,GTJ04,EXP,6,2022_Wet,Wet,2022
108770,3286,GTJ,2022-12-28,GTJ04,EXP,5,2022_Wet,Wet,2022
108790,3286,GTJ,2022-12-28,GTJ04,EXP,5,2022_Wet,Wet,2022
108788,3286,GTJ,2022-12-28,GTJ04,EXP,4,2022_Wet,Wet,2022
108784,3286,GTJ,2022-12-28,GTJ04,EXP,3,2022_Wet,Wet,2022
108772,3286,GTJ,2022-12-28,GTJ04,EXP,2.5,2022_Wet,Wet,2022
108786,3286,GTJ,2022-12-28,GTJ04,EXP,2,2022_Wet,Wet,2022
108792,3286,GTJ,2022-12-28,GTJ04,EXP,2,2022_Wet,Wet,2022
108778,3286,GTJ,2022-12-28,GTJ04,EXP,1,2022_Wet,Wet,2022
108774,3286,GTJ,2022-12-28,GTJ04,EXP,0,2022_Wet,Wet,2022
108776,3286,GTJ,2022-12-28,GTJ04,EXP,0,2022_Wet,Wet,2022
95033,3103,GTJ,2019-02-28,GTJ05,OMX,40,2018_Wet,Wet,2018
95023,3103,GTJ,2019-02-28,GTJ05,OMX,32,2018_Wet,Wet,2018
95031,3103,GTJ,2019-02-28,GTJ05,OMX,32,2018_Wet,Wet,2018
95020,3103,GTJ,2019-02-28,GTJ05,OMX,30,2018_Wet,Wet,2018
95027,3103,GTJ,2019-02-28,GTJ05,OMX,30,2018_Wet,Wet,2018
95030,3103,GTJ,2019-02-28,GTJ05,OMX,30,2018_Wet,Wet,2018
95022,3103,GTJ,2019-02-28,GTJ05,OMX,28,2018_Wet,Wet,2018
95038,3103,GTJ,2019-02-28,GTJ05,OMX,28,2018_Wet,Wet,2018
95039,3103,GTJ,2019-02-28,GTJ05,OMX,26,2018_Wet,Wet,2018
95021,3103,GTJ,2019-02-28,GTJ05,OMX,25,2018_Wet,Wet,2018
95032,3103,GTJ,2019-02-28,GTJ05,OMX,23,2018_Wet,Wet,2018
95025,3103,GTJ,2019-02-28,GTJ05,OMX,22,2018_Wet,Wet,2018
95029,3103,GTJ,2019-02-28,GTJ05,OMX,17,2018_Wet,Wet,2018
95024,3103,GTJ,2019-02-28,GTJ05,OMX,12,2018_Wet,Wet,2018
95028,3103,GTJ,2019-02-28,GTJ05,OMX,12,2018_Wet,Wet,2018
95036,3103,GTJ,2019-02-28,GTJ05,OMX,12,2018_Wet,Wet,2018
95035,3103,GTJ,2019-02-28,GTJ05,OMX,5,2018_Wet,Wet,2018
95040,3103,GTJ,2019-02-28,GTJ05,OMX,5,2018_Wet,Wet,2018
95026,3103,GTJ,2019-02-28,GTJ05,OMX,4,2018_Wet,Wet,2018
95041,3103,GTJ,2019-02-28,GTJ05,OMX,4,2018_Wet,Wet,2018
95034,3103,GTJ,2019-02-28,GTJ05,OMX,1,2018_Wet,Wet,2018
95037,3103,GTJ,2019-02-28,GTJ05,OMX,0,2018_Wet,Wet,2018
100932,3153,GTJ,2019-10-18,GTJ05,OMX,44,2019_Dry,Dry,2019
100931,3153,GTJ,2019-10-18,GTJ05,OMX,40,2019_Dry,Dry,2019
100930,3153,GTJ,2019-10-18,GTJ05,OMX,38,2019_Dry,Dry,2019
100921,3153,GTJ,2019-10-18,GTJ05,OMX,28,2019_Dry,Dry,2019
100933,3153,GTJ,2019-10-18,GTJ05,OMX,20,2019_Dry,Dry,2019
100923,3153,GTJ,2019-10-18,GTJ05,OMX,19,2019_Dry,Dry,2019
100922,3153,GTJ,2019-10-18,GTJ05,OMX,18,2019_Dry,Dry,2019
100925,3153,GTJ,2019-10-18,GTJ05,OMX,18,2019_Dry,Dry,2019
100927,3153,GTJ,2019-10-18,GTJ05,OMX,18,2019_Dry,Dry,2019
100938,3153,GTJ,2019-10-18,GTJ05,OMX,14,2019_Dry,Dry,2019
100928,3153,GTJ,2019-10-18,GTJ05,OMX,12,2019_Dry,Dry,2019
100937,3153,GTJ,2019-10-18,GTJ05,OMX,12,2019_Dry,Dry,2019
100935,3153,GTJ,2019-10-18,GTJ05,OMX,8,2019_Dry,Dry,2019
100939,3153,GTJ,2019-10-18,GTJ05,OMX,8,2019_Dry,Dry,2019
100936,3153,GTJ,2019-10-18,GTJ05,OMX,6,2019_Dry,Dry,2019
100920,3153,GTJ,2019-10-18,GTJ05,OMX,4,2019_Dry,Dry,2019
100924,3153,GTJ,2019-10-18,GTJ05,OMX,3,2019_Dry,Dry,2019
100926,3153,GTJ,2019-10-18,GTJ05,OMX,1,2019_Dry,Dry,2019
100929,3153,GTJ,2019-10-18,GTJ05,OMX,1,2019_Dry,Dry,2019
100934,3153,GTJ,2019-10-18,GTJ05,OMX,0,2019_Dry,Dry,2019
102440,3173,GTJ,2020-02-28,GTJ05,OMX,29,2019_Wet,Wet,2019
102439,3173,GTJ,2020-02-28,GTJ05,OMX,28,2019_Wet,Wet,2019
102438,3173,GTJ,2020-02-28,GTJ05,OMX,27,2019_Wet,Wet,2019
102452,3173,GTJ,2020-02-28,GTJ05,OMX,23,2019_Wet,Wet,2019
102430,3173,GTJ,2020-02-28,GTJ05,OMX,22,2019_Wet,Wet,2019
102437,3173,GTJ,2020-02-28,GTJ05,OMX,22,2019_Wet,Wet,2019
102444,3173,GTJ,2020-02-28,GTJ05,OMX,21,2019_Wet,Wet,2019
102446,3173,GTJ,2020-02-28,GTJ05,OMX,21,2019_Wet,Wet,2019
102431,3173,GTJ,2020-02-28,GTJ05,OMX,20,2019_Wet,Wet,2019
102436,3173,GTJ,2020-02-28,GTJ05,OMX,19,2019_Wet,Wet,2019
102453,3173,GTJ,2020-02-28,GTJ05,OMX,19,2019_Wet,Wet,2019
102435,3173,GTJ,2020-02-28,GTJ05,OMX,17,2019_Wet,Wet,2019
102443,3173,GTJ,2020-02-28,GTJ05,OMX,17,2019_Wet,Wet,2019
102434,3173,GTJ,2020-02-28,GTJ05,OMX,14,2019_Wet,Wet,2019
103623,3173,GTJ,2020-02-28,GTJ05,OMX,13,2019_Wet,Wet,2019
103624,3173,GTJ,2020-02-28,GTJ05,OMX,13,2019_Wet,Wet,2019
102442,3173,GTJ,2020-02-28,GTJ05,OMX,11,2019_Wet,Wet,2019
102449,3173,GTJ,2020-02-28,GTJ05,OMX,10,2019_Wet,Wet,2019
102445,3173,GTJ,2020-02-28,GTJ05,OMX,6,2019_Wet,Wet,2019
102455,3173,GTJ,2020-02-28,GTJ05,OMX,5,2019_Wet,Wet,2019
102457,3173,GTJ,2020-02-28,GTJ05,OMX,5,2019_Wet,Wet,2019
102456,3173,GTJ,2020-02-28,GTJ05,OMX,3,2019_Wet,Wet,2019
102441,3173,GTJ,2020-02-28,GTJ05,OMX,1,2019_Wet,Wet,2019
102447,3173,GTJ,2020-02-28,GTJ05,OMX,1,2019_Wet,Wet,2019
102448,3173,GTJ,2020-02-28,GTJ05,OMX,1,2019_Wet,Wet,2019
102450,3173,GTJ,2020-02-28,GTJ05,OMX,1,2019_Wet,Wet,2019
102454,3173,GTJ,2020-02-28,GTJ05,OMX,1,2019_Wet,Wet,2019
102433,3173,GTJ,2020-02-28,GTJ05,OMX,0,2019_Wet,Wet,2019
102451,3173,GTJ,2020-02-28,GTJ05,OMX,0,2019_Wet,Wet,2019
103625,3173,GTJ,2020-02-28,GTJ05,OMX,0,2019_Wet,Wet,2019
103039,3203,GTJ,2020-09-15,GTJ05,OMX,30,2020_Dry,Dry,2020
103040,3203,GTJ,2020-09-15,GTJ05,OMX,9,2020_Dry,Dry,2020
103041,3203,GTJ,2020-09-15,GTJ05,OMX,5,2020_Dry,Dry,2020
104487,3240,GTJ,2021-03-04,GTJ05,OMX,44,2020_Wet,Wet,2020
104486,3240,GTJ,2021-03-04,GTJ05,OMX,41,2020_Wet,Wet,2020
104489,3240,GTJ,2021-03-04,GTJ05,OMX,36,2020_Wet,Wet,2020
104490,3240,GTJ,2021-03-04,GTJ05,OMX,35,2020_Wet,Wet,2020
104481,3240,GTJ,2021-03-04,GTJ05,OMX,31,2020_Wet,Wet,2020
104485,3240,GTJ,2021-03-04,GTJ05,OMX,30,2020_Wet,Wet,2020
104480,3240,GTJ,2021-03-04,GTJ05,OMX,27,2020_Wet,Wet,2020
104483,3240,GTJ,2021-03-04,GTJ05,OMX,25,2020_Wet,Wet,2020
104482,3240,GTJ,2021-03-04,GTJ05,OMX,23,2020_Wet,Wet,2020
104496,3240,GTJ,2021-03-04,GTJ05,OMX,23,2020_Wet,Wet,2020
104501,3240,GTJ,2021-03-04,GTJ05,OMX,23,2020_Wet,Wet,2020
104484,3240,GTJ,2021-03-04,GTJ05,OMX,22,2020_Wet,Wet,2020
104488,3240,GTJ,2021-03-04,GTJ05,OMX,22,2020_Wet,Wet,2020
104502,3240,GTJ,2021-03-04,GTJ05,OMX,22,2020_Wet,Wet,2020
104475,3240,GTJ,2021-03-04,GTJ05,OMX,21,2020_Wet,Wet,2020
104508,3240,GTJ,2021-03-04,GTJ05,OMX,19,2020_Wet,Wet,2020
104507,3240,GTJ,2021-03-04,GTJ05,OMX,18,2020_Wet,Wet,2020
104472,3240,GTJ,2021-03-04,GTJ05,OMX,17,2020_Wet,Wet,2020
104491,3240,GTJ,2021-03-04,GTJ05,OMX,17,2020_Wet,Wet,2020
104493,3240,GTJ,2021-03-04,GTJ05,OMX,17,2020_Wet,Wet,2020
104495,3240,GTJ,2021-03-04,GTJ05,OMX,16,2020_Wet,Wet,2020
104499,3240,GTJ,2021-03-04,GTJ05,OMX,16,2020_Wet,Wet,2020
104476,3240,GTJ,2021-03-04,GTJ05,OMX,15,2020_Wet,Wet,2020
104473,3240,GTJ,2021-03-04,GTJ05,OMX,14,2020_Wet,Wet,2020
104494,3240,GTJ,2021-03-04,GTJ05,OMX,14,2020_Wet,Wet,2020
104509,3240,GTJ,2021-03-04,GTJ05,OMX,14,2020_Wet,Wet,2020
104474,3240,GTJ,2021-03-04,GTJ05,OMX,13,2020_Wet,Wet,2020
104478,3240,GTJ,2021-03-04,GTJ05,OMX,13,2020_Wet,Wet,2020
104506,3240,GTJ,2021-03-04,GTJ05,OMX,10,2020_Wet,Wet,2020
104498,3240,GTJ,2021-03-04,GTJ05,OMX,9,2020_Wet,Wet,2020
104505,3240,GTJ,2021-03-04,GTJ05,OMX,7,2020_Wet,Wet,2020
104477,3240,GTJ,2021-03-04,GTJ05,OMX,6,2020_Wet,Wet,2020
104479,3240,GTJ,2021-03-04,GTJ05,OMX,4,2020_Wet,Wet,2020
104503,3240,GTJ,2021-03-04,GTJ05,OMX,4,2020_Wet,Wet,2020
104504,3240,GTJ,2021-03-04,GTJ05,OMX,2,2020_Wet,Wet,2020
104500,3240,GTJ,2021-03-04,GTJ05,OMX,1,2020_Wet,Wet,2020
104492,3240,GTJ,2021-03-04,GTJ05,OMX,0,2020_Wet,Wet,2020
104497,3240,GTJ,2021-03-04,GTJ05,OMX,0,2020_Wet,Wet,2020
103945,3230,GTJ,2021-09-12,GTJ05,OMX,43,2021_Dry,Dry,2021
103941,3230,GTJ,2021-09-12,GTJ05,OMX,26,2021_Dry,Dry,2021
103944,3230,GTJ,2021-09-12,GTJ05,OMX,12,2021_Dry,Dry,2021
103943,3230,GTJ,2021-09-12,GTJ05,OMX,2,2021_Dry,Dry,2021
103940,3230,GTJ,2021-09-12,GTJ05,OMX,1,2021_Dry,Dry,2021
106755,3261,GTJ,2022-03-02,GTJ05,OMX,47,2021_Wet,Wet,2021
106750,3261,GTJ,2022-03-02,GTJ05,OMX,46,2021_Wet,Wet,2021
106758,3261,GTJ,2022-03-02,GTJ05,OMX,46,2021_Wet,Wet,2021
106759,3261,GTJ,2022-03-02,GTJ05,OMX,46,2021_Wet,Wet,2021
106756,3261,GTJ,2022-03-02,GTJ05,OMX,45,2021_Wet,Wet,2021
106747,3261,GTJ,2022-03-02,GTJ05,OMX,43,2021_Wet,Wet,2021
106746,3261,GTJ,2022-03-02,GTJ05,OMX,37,2021_Wet,Wet,2021
106741,3261,GTJ,2022-03-02,GTJ05,OMX,34,2021_Wet,Wet,2021
106742,3261,GTJ,2022-03-02,GTJ05,OMX,31,2021_Wet,Wet,2021
106745,3261,GTJ,2022-03-02,GTJ05,OMX,29,2021_Wet,Wet,2021
106749,3261,GTJ,2022-03-02,GTJ05,OMX,29,2021_Wet,Wet,2021
106751,3261,GTJ,2022-03-02,GTJ05,OMX,27,2021_Wet,Wet,2021
106762,3261,GTJ,2022-03-02,GTJ05,OMX,25,2021_Wet,Wet,2021
106743,3261,GTJ,2022-03-02,GTJ05,OMX,23,2021_Wet,Wet,2021
106740,3261,GTJ,2022-03-02,GTJ05,OMX,19,2021_Wet,Wet,2021
106738,3261,GTJ,2022-03-02,GTJ05,OMX,18,2021_Wet,Wet,2021
106744,3261,GTJ,2022-03-02,GTJ05,OMX,18,2021_Wet,Wet,2021
106748,3261,GTJ,2022-03-02,GTJ05,OMX,18,2021_Wet,Wet,2021
106754,3261,GTJ,2022-03-02,GTJ05,OMX,18,2021_Wet,Wet,2021
106757,3261,GTJ,2022-03-02,GTJ05,OMX,18,2021_Wet,Wet,2021
106764,3261,GTJ,2022-03-02,GTJ05,OMX,14,2021_Wet,Wet,2021
106753,3261,GTJ,2022-03-02,GTJ05,OMX,13,2021_Wet,Wet,2021
106761,3261,GTJ,2022-03-02,GTJ05,OMX,12,2021_Wet,Wet,2021
106752,3261,GTJ,2022-03-02,GTJ05,OMX,8,2021_Wet,Wet,2021
106763,3261,GTJ,2022-03-02,GTJ05,OMX,5,2021_Wet,Wet,2021
106760,3261,GTJ,2022-03-02,GTJ05,OMX,4,2021_Wet,Wet,2021
106739,3261,GTJ,2022-03-02,GTJ05,OMX,1,2021_Wet,Wet,2021
108827,3286,GTJ,2022-12-28,GTJ05,OMX,36,2022_Wet,Wet,2022
108831,3286,GTJ,2022-12-28,GTJ05,OMX,31,2022_Wet,Wet,2022
108817,3286,GTJ,2022-12-28,GTJ05,OMX,23,2022_Wet,Wet,2022
108819,3286,GTJ,2022-12-28,GTJ05,OMX,20,2022_Wet,Wet,2022
108818,3286,GTJ,2022-12-28,GTJ05,OMX,18,2022_Wet,Wet,2022
108820,3286,GTJ,2022-12-28,GTJ05,OMX,18,2022_Wet,Wet,2022
108825,3286,GTJ,2022-12-28,GTJ05,OMX,18,2022_Wet,Wet,2022
108816,3286,GTJ,2022-12-28,GTJ05,OMX,17,2022_Wet,Wet,2022
108823,3286,GTJ,2022-12-28,GTJ05,OMX,16,2022_Wet,Wet,2022
108826,3286,GTJ,2022-12-28,GTJ05,OMX,16,2022_Wet,Wet,2022
108815,3286,GTJ,2022-12-28,GTJ05,OMX,14,2022_Wet,Wet,2022
108829,3286,GTJ,2022-12-28,GTJ05,OMX,13,2022_Wet,Wet,2022
108822,3286,GTJ,2022-12-28,GTJ05,OMX,8,2022_Wet,Wet,2022
108828,3286,GTJ,2022-12-28,GTJ05,OMX,8,2022_Wet,Wet,2022
108830,3286,GTJ,2022-12-28,GTJ05,OMX,8,2022_Wet,Wet,2022
108821,3286,GTJ,2022-12-28,GTJ05,OMX,5,2022_Wet,Wet,2022
108832,3286,GTJ,2022-12-28,GTJ05,OMX,1,2022_Wet,Wet,2022
108824,3286,GTJ,2022-12-28,GTJ05,OMX,0,2022_Wet,Wet,2022
95050,3103,GTJ,2019-02-28,GTJ06,OMX,12,2018_Wet,Wet,2018
95045,3103,GTJ,2019-02-28,GTJ06,OMX,11,2018_Wet,Wet,2018
95042,3103,GTJ,2019-02-28,GTJ06,OMX,8,2018_Wet,Wet,2018
95043,3103,GTJ,2019-02-28,GTJ06,OMX,8,2018_Wet,Wet,2018
95047,3103,GTJ,2019-02-28,GTJ06,OMX,8,2018_Wet,Wet,2018
95046,3103,GTJ,2019-02-28,GTJ06,OMX,4,2018_Wet,Wet,2018
95051,3103,GTJ,2019-02-28,GTJ06,OMX,4,2018_Wet,Wet,2018
95048,3103,GTJ,2019-02-28,GTJ06,OMX,2,2018_Wet,Wet,2018
95044,3103,GTJ,2019-02-28,GTJ06,OMX,0,2018_Wet,Wet,2018
95049,3103,GTJ,2019-02-28,GTJ06,OMX,0,2018_Wet,Wet,2018
95052,3103,GTJ,2019-02-28,GTJ06,OMX,0,2018_Wet,Wet,2018
100941,3153,GTJ,2019-10-18,GTJ06,OMX,16,2019_Dry,Dry,2019
100940,3153,GTJ,2019-10-18,GTJ06,OMX,12,2019_Dry,Dry,2019
100942,3153,GTJ,2019-10-18,GTJ06,OMX,3,2019_Dry,Dry,2019
100944,3153,GTJ,2019-10-18,GTJ06,OMX,3,2019_Dry,Dry,2019
100943,3153,GTJ,2019-10-18,GTJ06,OMX,1,2019_Dry,Dry,2019
102458,3173,GTJ,2020-02-28,GTJ06,OMX,12,2019_Wet,Wet,2019
102459,3173,GTJ,2020-02-28,GTJ06,OMX,8,2019_Wet,Wet,2019
102460,3173,GTJ,2020-02-28,GTJ06,OMX,1,2019_Wet,Wet,2019
103043,3203,GTJ,2020-09-15,GTJ06,OMX,12,2020_Dry,Dry,2020
103042,3203,GTJ,2020-09-15,GTJ06,OMX,11,2020_Dry,Dry,2020
104510,3240,GTJ,2021-03-04,GTJ06,OMX,11,2020_Wet,Wet,2020
104511,3240,GTJ,2021-03-04,GTJ06,OMX,6,2020_Wet,Wet,2020
104514,3240,GTJ,2021-03-04,GTJ06,OMX,4,2020_Wet,Wet,2020
104513,3240,GTJ,2021-03-04,GTJ06,OMX,3,2020_Wet,Wet,2020
104512,3240,GTJ,2021-03-04,GTJ06,OMX,1,2020_Wet,Wet,2020
103947,3230,GTJ,2021-09-12,GTJ06,OMX,8,2021_Dry,Dry,2021
103949,3230,GTJ,2021-09-12,GTJ06,OMX,8,2021_Dry,Dry,2021
103948,3230,GTJ,2021-09-12,GTJ06,OMX,1,2021_Dry,Dry,2021
106765,3261,GTJ,2022-03-02,GTJ06,OMX,17,2021_Wet,Wet,2021
106770,3261,GTJ,2022-03-02,GTJ06,OMX,15,2021_Wet,Wet,2021
106768,3261,GTJ,2022-03-02,GTJ06,OMX,5,2021_Wet,Wet,2021
106766,3261,GTJ,2022-03-02,GTJ06,OMX,4,2021_Wet,Wet,2021
106771,3261,GTJ,2022-03-02,GTJ06,OMX,3,2021_Wet,Wet,2021
106767,3261,GTJ,2022-03-02,GTJ06,OMX,0,2021_Wet,Wet,2021
106769,3261,GTJ,2022-03-02,GTJ06,OMX,0,2021_Wet,Wet,2021
108837,3286,GTJ,2022-12-28,GTJ06,OMX,16,2022_Wet,Wet,2022
108835,3286,GTJ,2022-12-28,GTJ06,OMX,15,2022_Wet,Wet,2022
108834,3286,GTJ,2022-12-28,GTJ06,OMX,6,2022_Wet,Wet,2022
108836,3286,GTJ,2022-12-28,GTJ06,OMX,1,2022_Wet,Wet,2022
108833,3286,GTJ,2022-12-28,GTJ06,OMX,0,2022_Wet,Wet,2022
95053,3103,GTJ,2019-02-28,GTJ07,OMX,31,2018_Wet,Wet,2018
100948,3153,GTJ,2019-10-18,GTJ07,OMX,25,2019_Dry,Dry,2019
100947,3153,GTJ,2019-10-18,GTJ07,OMX,22,2019_Dry,Dry,2019
100945,3153,GTJ,2019-10-18,GTJ07,OMX,10,2019_Dry,Dry,2019
100949,3153,GTJ,2019-10-18,GTJ07,OMX,8,2019_Dry,Dry,2019
100951,3153,GTJ,2019-10-18,GTJ07,OMX,8,2019_Dry,Dry,2019
100946,3153,GTJ,2019-10-18,GTJ07,OMX,5,2019_Dry,Dry,2019
100950,3153,GTJ,2019-10-18,GTJ07,OMX,5,2019_Dry,Dry,2019
100952,3153,GTJ,2019-10-18,GTJ07,OMX,1,2019_Dry,Dry,2019
102468,3173,GTJ,2020-02-28,GTJ07,OMX,11,2019_Wet,Wet,2019
102467,3173,GTJ,2020-02-28,GTJ07,OMX,10,2019_Wet,Wet,2019
102465,3173,GTJ,2020-02-28,GTJ07,OMX,8,2019_Wet,Wet,2019
102466,3173,GTJ,2020-02-28,GTJ07,OMX,8,2019_Wet,Wet,2019
102469,3173,GTJ,2020-02-28,GTJ07,OMX,8,2019_Wet,Wet,2019
102464,3173,GTJ,2020-02-28,GTJ07,OMX,2,2019_Wet,Wet,2019
102461,3173,GTJ,2020-02-28,GTJ07,OMX,1,2019_Wet,Wet,2019
102462,3173,GTJ,2020-02-28,GTJ07,OMX,0,2019_Wet,Wet,2019
102463,3173,GTJ,2020-02-28,GTJ07,OMX,0,2019_Wet,Wet,2019
103044,3203,GTJ,2020-09-15,GTJ07,OMX,43,2020_Dry,Dry,2020
103047,3203,GTJ,2020-09-15,GTJ07,OMX,28,2020_Dry,Dry,2020
103045,3203,GTJ,2020-09-15,GTJ07,OMX,27,2020_Dry,Dry,2020
103046,3203,GTJ,2020-09-15,GTJ07,OMX,21,2020_Dry,Dry,2020
103049,3203,GTJ,2020-09-15,GTJ07,OMX,9,2020_Dry,Dry,2020
103048,3203,GTJ,2020-09-15,GTJ07,OMX,3,2020_Dry,Dry,2020
104515,3240,GTJ,2021-03-04,GTJ07,OMX,28,2020_Wet,Wet,2020
103952,3230,GTJ,2021-09-12,GTJ07,OMX,22,2021_Dry,Dry,2021
103951,3230,GTJ,2021-09-12,GTJ07,OMX,17,2021_Dry,Dry,2021
103950,3230,GTJ,2021-09-12,GTJ07,OMX,11,2021_Dry,Dry,2021
103953,3230,GTJ,2021-09-12,GTJ07,OMX,8,2021_Dry,Dry,2021
108839,3286,GTJ,2022-12-28,GTJ07,OMX,12,2022_Wet,Wet,2022
108840,3286,GTJ,2022-12-28,GTJ07,OMX,5,2022_Wet,Wet,2022
108841,3286,GTJ,2022-12-28,GTJ07,OMX,5,2022_Wet,Wet,2022
108838,3286,GTJ,2022-12-28,GTJ07,OMX,1,2022_Wet,Wet,2022
95058,3103,GTJ,2019-02-28,GTJ08,OMX,41,2018_Wet,Wet,2018
95061,3103,GTJ,2019-02-28,GTJ08,OMX,40,2018_Wet,Wet,2018
95060,3103,GTJ,2019-02-28,GTJ08,OMX,25,2018_Wet,Wet,2018
95059,3103,GTJ,2019-02-28,GTJ08,OMX,21,2018_Wet,Wet,2018
